Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2016,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.025105422969431794
2016,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.8218931172517336
2016,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.012082294289036209
2016,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.006536323139970408
2016,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.008764615119505775
2016,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.024065553378981957
2016,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0010398695904498376
2016,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.003020573572259052
2016,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.007130534334513172
2016,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.050359398737499284
2016,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.2025269821399922
2016,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.00930930871450331
2016,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.0031691263708947433
2016,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.002079739180899675
2016,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.0037138199658922773
2016,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.005496453549520571
2016,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.04560570918115717
2016,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.01624177265083556
2016,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.02010414541536353
2016,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.04367452279889318
2016,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.035751706871656325
2016,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.1704395776346829
2016,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.004654654357251655
2016,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.015350455859021412
2016,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.09428150953411862
2016,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.007922815927236858
2016,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.007922815927236858
2016,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.010596766302679299
2016,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.013864927872664502
2016,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0023273271786258274
2016,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.0394655268375486
2016,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.06422432661016378
2016,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.08848795038732667
2016,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,0.05105264513113251
2016,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.05204299712203712
2016,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.006833428737241791
2016,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.00807136872587255
2016,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.031196087713495132
2016,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.11829754531355534
2016,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,4.9517599545230364e-05
2016,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.15761451935246826
2016,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,0.0023273271786258274
2016,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.011488083094493446
2016,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.015449491058111872
2016,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,0.001782633583628293
2016,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.031047534914859443
2016,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.005694523947701493
2016,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.025303493367612714
2016,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.038178069249372615
2016,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.00019807039818092145
2016,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.06937415696286775
2016,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,
2016,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.016390325449471253
2016,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.0829914968378061
2016,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,
2016,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.10309564225316963
2016,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,
2016,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.019410899021730304
2016,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.11611877093356521
2016,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,
2016,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.1390949371225521
2016,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.011042424698586371
2016,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03614784766801817
2016,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.22377003234489604
2016,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.01232988228676236
2016,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.2832901869982629
2016,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.022431472593989355
2016,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09264742874912602
2016,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.1164158765308366
2016,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.014013480671300194
2016,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.24550825854525216
2016,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.02995814772486437
2016,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.0605105066442715
2016,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.23411921064984917
2016,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.004506101558615964
2016,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.329093966577601
2016,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.011290012696312524
2016,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.019509934220820764
2016,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.07506868091056923
2016,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0009903519909046073
2016,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.10685897981860713
2016,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.09804484709955612
2016,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.3125550883294941
2016,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,1.020409173828562
2016,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.03401859088757326
2016,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.4650277001451855
2016,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0007427639931784555
2016,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.011240495096767292
2016,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.021787743799901362
2016,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,
2016,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.03387003808893757
2016,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.00802185112632732
2016,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.05060698673522543
2016,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.05209251472158234
2016,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.001634080784992602
2016,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.1123554333681277
2016,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0006932463936332251
2016,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.007229569533603633
2016,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.023817965381255805
2016,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
2016,Performing research and development,Northern Ireland,,Total,,,,Percentage (%),Undefined,Units,N92000002,0.031790298908037896
2017,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.06427406730707474
2017,Performing research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.04150733951374104
2017,Performing research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,1.1344540634535065
2017,Performing research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.3903415392608626
2017,Performing research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.036139184749839195
2017,Funding research and development,,,Total expenditure,,,,Percentage (%),Undefined,Units,,1.6667641242382731
2017,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.17580706851778538
2017,Funding research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.1490621546047744
2017,Funding research and development,,,Higher Education Funding Councils,,,,Percentage (%),Undefined,Units,,0.10717137546504038
2017,Funding research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,0.89854283356132
2017,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.010352869901810698
2017,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.08622598589517336
2017,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.23955390633911977
2017,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.08411706795221191
2017,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.15711438675062717
2017,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.002252707802708809
2017,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.15486167894791836
2017,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.0274159332584987
2017,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.851188039751186
2017,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.014666565694231823
2017,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.006901913267873799
2017,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.007764652426358023
2017,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.02104124947636526
2017,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0018692681767158205
2017,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.0032113068676912814
2017,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.006278823875635191
2017,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.041171829840997175
2017,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.20705739803621395
2017,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.007525002660112405
2017,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.004074046026175506
2017,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.002444427615705304
2017,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.00359474649368427
2017,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.009825640416070338
2017,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.049703361519341176
2017,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.020993319523116137
2017,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.021712268821852992
2017,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.03954221143052697
2017,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.030387590359944365
2017,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.17259576165009408
2017,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.005032645091157978
2017,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.016439973964449395
2017,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.07184699992043628
2017,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.011215609060294923
2017,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.008483601725094877
2017,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.015337585039719553
2017,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.014187266161740585
2017,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.002108917942961438
2017,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.036187114703088316
2017,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.07371626809715211
2017,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.0919775802850682
2017,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,0.06638298525003619
2017,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.05521530614299039
2017,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.008579461631593125
2017,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,
2017,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.03311959769514441
2017,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.10463108794283682
2017,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,
2017,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.14613842745657785
2017,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,
2017,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.011503188779789664
2017,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.018596821860659956
2017,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,
2017,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.03407819676012688
2017,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.005799524343143956
2017,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.027751442931242563
2017,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.044910366194428814
2017,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.0001437898597473708
2017,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.0786051233285627
2017,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.0035468165404351462
2017,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.016344114057951147
2017,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.072901458891917
2017,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,9.58599064982472e-05
2017,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.09288824939680154
2017,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.0034030266806877756
2017,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.019938860551635417
2017,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.11833905457208616
2017,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,0.0005272294857403595
2017,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.14220817129014973
2017,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.010161150088814203
2017,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03925463171103223
2017,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.22416839134615107
2017,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.011023889247298429
2017,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.28460806239329595
2017,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.021376759149109126
2017,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09499716733976298
2017,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.13377249951830397
2017,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.015481374899466922
2017,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.265627800906643
2017,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.02928520143521452
2017,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.05626976511447111
2017,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.23303543269723895
2017,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.004074046026175506
2017,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.3226644452731001
2017,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.011599048686287913
2017,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.020322300177628407
2017,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.07961165234679429
2017,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0007668792519859776
2017,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.11229988046269661
2017,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.09547646687225422
2017,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.31950106835865794
2017,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,1.0300146953236662
2017,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.034126126713376004
2017,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.4791183572679545
2017,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0008148092052351013
2017,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.011503188779789664
2017,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.020178510317881038
2017,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,
2017,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.032592368209404046
2017,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.008723251491340496
2017,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.0513809098830605
2017,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.0599124415614045
2017,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.0018692681767158205
2017,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.12188587111252132
2017,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0007668792519859776
2017,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.007956372239354519
2017,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.02434841625055479
2017,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
2017,Performing research and development,Northern Ireland,,Total,,,,Percentage (%),Undefined,Units,N92000002,0.03311959769514441
2018,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.06926136316349658
2018,Performing research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.04447892614371409
2018,Performing research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,1.1581165717752084
2018,Performing research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.40410167827033383
2018,Performing research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.038052137438957065
2018,Funding research and development,,,Total expenditure,,,,Percentage (%),Undefined,Units,,1.7140569126816725
2018,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.1446720996919765
2018,Funding research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.18475861628927392
2018,Funding research and development,,,Higher Education Funding Councils,,,,Percentage (%),Undefined,Units,,0.11521983778600366
2018,Funding research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,0.9392821045837336
2018,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.00975577278204124
2018,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.08599875532984222
2018,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.23436972621880117
2018,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.07952573073512291
2018,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.15017417059748792
2018,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.003467691747171057
2018,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.14666024296035457
2018,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.025660918929065822
2018,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.8912892508028862
2018,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.01151273660060791
2018,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.006473024594719307
2018,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.007212798834115798
2018,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.01932660200423336
2018,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0014795484787929842
2018,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.0032365122973596534
2018,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.006426788704757025
2018,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.04128864973631672
2018,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.20635077690165904
2018,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.008276224303248255
2018,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.004716060776152638
2018,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.002173086828227196
2018,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.0032365122973596534
2018,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.00966330100211668
2018,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.047345551321375495
2018,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.022146991291932483
2018,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.02256311430159301
2018,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.03731236319956058
2018,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.031948999963936006
2018,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.17361576680836427
2018,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.005132183785813164
2018,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.016691156276383356
2018,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.07901713594553782
2018,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.013038520969363174
2018,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.007212798834115798
2018,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.016228797376760546
2018,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.013084756859325456
2018,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0029590969575859685
2018,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.04378538779427988
2018,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.07823112581617905
2018,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.08997504186659837
