Year,Units,Type of expenditure,Area of spending,Observation status,Unit multiplier,Unit measure,Value
2017,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2017,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),Environmental protection,Protection of biodiversity and landscape,Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2017,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),Environmental protection,Research and development environmental protection,Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2017,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),Environmental protection,Environmental protection not elsewhere classified,Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,121.38688077491972
2001,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,79.42415373944817
2002,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,82.92667314627808
2003,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,89.00559554770804
2004,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,91.55902212495663
2005,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,98.60411531897778
2006,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,102.98041497950749
2007,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,105.2526863571057
2008,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,106.60942873133
2009,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,109.31489467639996
2010,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,106.72487830527649
2011,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,99.64430805987507
2012,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,92.48881563456557
2013,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,84.43866926029979
2014,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,79.09060510737375
2015,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,70.66502841345415
2016,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,62.743628528472264
2017,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,71.91074527333352
2018,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,68.1863338330654
2000,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,54.83467235901172
2001,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,45.506064655828666
2002,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,47.485332439438935
2003,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,51.5286727803517
2004,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,54.01131602124423
2005,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,57.75218370789214
2006,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,60.77883048838429
2007,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,61.92197863308496
2008,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,62.678127193734454
2009,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,64.37468378827667
2010,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,63.19362008938886
2011,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,59.950920516835716
2012,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,56.950003924338745
2013,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,52.21064585520476
2014,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,50.09536076090456
2015,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,46.44447857471971
2016,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,43.32189355061304
2017,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,45.4874455256041
2018,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,43.997495318774874
2000,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,47.889060406445665
2001,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,40.02503679393703
2002,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,41.80865381861917
2003,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,44.18420200983622
2004,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,44.736982572259734
2005,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,48.30062254503561
2006,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,49.97772374484399
2007,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,50.897681146657405
2008,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,51.42032679971144
2009,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,52.69793850033327
2010,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,52.13553326588006
2011,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,49.63253593657907
2012,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,47.10776234204537
2013,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,43.31908083056577
2014,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,41.50360389369133
2015,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,39.74811856857625
2016,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,36.954611024538416
2017,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,38.73398324051108
2018,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,37.43474883947763
2000,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2017,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2017,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2017,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,18.663148009462336
2001,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-6.106947710317527
2002,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-6.367313111780035
2003,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-6.707279242479882
2004,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-7.189276468547332
2005,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-7.448690933949975
2006,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-7.7761392537207925
2007,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-7.566973422636666
2008,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-7.489025262115884
2009,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-7.7577276122099885
2010,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-8.604275049992431
2011,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-9.939148393539712
2012,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-11.568950631818538
2013,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-11.091057425470746
2014,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-12.508359547222154
2015,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-15.527568729841805
2016,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-17.532876046679185
2017,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-12.310683492781669
2018,Local government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,-13.245910325187099
