Year,Country,Region,Ethnicity,Sex,Health Board (Wales),Local Authority County/ Unitary Authority,IMD Deciles (England),IMD Quintiles,BMI,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2014/15,Scotland,,,,,Dumfries & Galloway,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.070323488045007
2015/16,Scotland,,,,,Dumfries & Galloway,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.361010830324909
2016/17,Scotland,,,,,Dumfries & Galloway,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.531914893617021
2017/18,Scotland,,,,,Dumfries & Galloway,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.809418690213392
2018/19,Scotland,,,,,Dumfries & Galloway,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.7007007007007
2001/02,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.9079333986287
2005/06,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.6256851996867
2006/07,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.9209225700164
2007/08,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.6926536731634
2008/09,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.7391304347826
2009/10,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.324880054832
2010/11,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.306049822063999
2011/12,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.1687242798353
2012/13,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.9461161651504
2013/14,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.3420015760441
2014/15,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.2756680731364
2015/16,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,15.379061371841098
2016/17,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,16.0334346504559
2017/18,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.3186166298749
2018/19,Scotland,,,,,Dumfries & Galloway,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.613613613613602
2001/02,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,9.99020568070519
2005/06,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,9.86687548942834
2006/07,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,11.2026359143327
2007/08,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,9.82008995502248
2008/09,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,10.7246376811594
2009/10,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,11.4461960246744
2010/11,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,9.893238434163699
2011/12,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,10.8367626886145
2012/13,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,9.37718684394681
2013/14,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,11.0323089046493
2014/15,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,11.673699015471101
2015/16,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,12.1299638989169
2016/17,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,13.221884498480199
2017/18,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,11.037527593818899
2018/19,Scotland,,,,,Dumfries & Galloway,,,Obese,Undefined,Units,Percentage (%),S92000003,12.1121121121121
2001/02,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.0917678812415597
2003/04,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.65631469979296
2004/05,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.18959107806691
2005/06,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.91533180778032
2006/07,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.93596425912137
2007/08,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.75171363290175
2008/09,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.92648108493932
2009/10,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.42348754448398
2010/11,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,3.45542501727712
2011/12,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.832755031228313
2012/13,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.661813368630046
2013/14,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.748596381784154
2014/15,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.9271523178807939
2015/16,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.03559870550161
2016/17,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.907323395981853
2017/18,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.17955439056356
2018/19,Scotland,,,,,Dundee City,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.4687882496940001
2001/02,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.145748987854201
2003/04,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.4561766735679
2004/05,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.7472118959107
2005/06,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.653699466056398
2006/07,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.4452717795979
2007/08,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.718964204112702
2008/09,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.8486795146324
2009/10,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.526690391459
2010/11,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.029025570145102
2011/12,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.324080499652998
2012/13,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.500992720052901
2013/14,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.4766063630692
2014/15,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.774834437086
2015/16,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.4336569579288
2016/17,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.2767336357744
2017/18,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.8925294888597
2018/19,Scotland,,,,,Dundee City,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.4638922888616
2001/02,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,10.6612685560053
2003/04,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.663216011042001
2004/05,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.3011152416356
2005/06,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.670480549199
2006/07,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,10.9456440804169
2007/08,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,8.987052551408981
2008/09,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.277658815132
2009/10,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.245551601423399
2010/11,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,10.3662750518313
2011/12,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.8667591950034
2012/13,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.7140966247518
2013/14,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.9775421085464
2014/15,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,12.317880794701901
2015/16,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.1326860841423
2016/17,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,10.239792611795199
2017/18,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,13.0406290956749
2018/19,Scotland,,,,,Dundee City,,,Obese,Undefined,Units,Percentage (%),S92000003,11.2607099143206
2001/02,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2005/06,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2006/07,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2007/08,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,3.07062436028659
2008/09,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.99456029011786
2009/10,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.4134275618374499
2010/11,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.22164048865619
2011/12,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.83792815371762
2012/13,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.39002452984464
2013/14,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.3942680092951198
2014/15,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.33020344287949
2015/16,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.3354281225451599
2016/17,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.9745127436281851
2017/18,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.94420963651732
2018/19,Scotland,,,,,East Ayrshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.73812282734646
2001/02,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2005/06,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2006/07,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2007/08,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.3613101330603
2008/09,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,10.9700815956482
2009/10,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,9.98233215547703
2010/11,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.5253054101221
2011/12,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.030075187969901
2012/13,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.6925592804578
2013/14,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.703330751355498
2014/15,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.676056338028099
2015/16,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.13982717989
2016/17,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.5937031484257
2017/18,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.595097210481802
2018/19,Scotland,,,,,East Ayrshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.1668597914252
2001/02,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2005/06,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2006/07,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2007/08,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,10.8495394063459
2008/09,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,8.88485947416137
2009/10,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,7.773851590106
2010/11,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,10.0349040139616
2011/12,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,9.94152046783625
2012/13,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,9.15780866721177
2013/14,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,14.0201394268009
2014/15,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,10.093896713614999
2015/16,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,11.1547525530243
2016/17,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,13.1934032983508
2017/18,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,9.129332206255281
2018/19,Scotland,,,,,East Ayrshire,,,Obese,Undefined,Units,Percentage (%),S92000003,10.3128621089223
2001/02,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2005/06,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2006/07,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2007/08,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2008/09,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2009/10,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.773195876288659
2010/11,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2011/12,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.09670987038883
2012/13,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.964630225080386
2013/14,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.32558139534883
2014/15,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.19780219780219
2015/16,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.72595281306715
2016/17,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2017/18,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.931098696461825
2018/19,Scotland,,,,,East Dunbartonshire,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.599400599400599
2001/02,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2005/06,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2006/07,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2007/08,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2008/09,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2009/10,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.340206185567
2010/11,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2011/12,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.3629112662013
2012/13,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.4683815648445
2013/14,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,7.3345259391771
2014/15,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,7.78388278388278
2015/16,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,10.3448275862068
2016/17,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2017/18,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.918063314711299
2018/19,Scotland,,,,,East Dunbartonshire,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.2877122877122
2001/02,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2005/06,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2006/07,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2007/08,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2008/09,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2009/10,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,8.505154639175249
2010/11,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2011/12,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,7.67696909272183
2012/13,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,6.966773847802781
2013/14,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,5.81395348837209
2014/15,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,6.684981684981681
2015/16,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,6.17059891107078
2016/17,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,
2017/18,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,7.16945996275605
2018/19,Scotland,,,,,East Dunbartonshire,,,Obese,Undefined,Units,Percentage (%),S92000003,5.99400599400599
2001/02,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.29585798816568
2005/06,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.05042016806722
2006/07,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,2.18470705064548
2007/08,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.23203285420944
2008/09,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,1.04364326375711
2009/10,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.389863547758284
2010/11,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.8130081300813
2011/12,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.625
2012/13,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.41911148365465195
2013/14,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.6628003314001649
2014/15,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.8650519031141869
2015/16,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.5071851225697379
2016/17,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.734094616639478
2017/18,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.968309859154929
2018/19,Scotland,,,,,East Lothian,,,Underweight,Undefined,Units,Percentage (%),S92000003,0.50632911392405
2001/02,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.031558185404299
2005/06,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,13.655462184873901
2006/07,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.320754716981101
2007/08,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.731006160164199
2008/09,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.0493358633776
2009/10,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,10.9161793372319
2010/11,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.1951219512195
2011/12,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,14.017857142857101
2012/13,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.3218776194467
2013/14,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.676056338028099
2014/15,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,10.3806228373702
2015/16,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.087912087912
2016/17,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,11.9086460032626
2017/18,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.0598591549295
2018/19,Scotland,,,,,East Lothian,,,Overweight,Undefined,Units,Percentage (%),S92000003,12.3206751054852
2001/02,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,
2002/03,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,
2003/04,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,
2004/05,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,11.9329388560157
2005/06,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,11.4495798319327
2006/07,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,8.14299900695134
2007/08,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,9.034907597535929
2008/09,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,8.15939278937381
2009/10,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,9.06432748538011
2010/11,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,10.1174345076784
2011/12,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,9.196428571428571
2012/13,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,9.13663034367141
2013/14,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,9.11350455675227
2014/15,Scotland,,,,,East Lothian,,,Obese,Undefined,Units,Percentage (%),S92000003,9.86159169550173
